Product ID,Product Name,Brand,Category,Product Type,Price,Available Quantity,Discount,No.of.Likes,Quantity Sold
1299,Sony Home Theater System,Sony,Movies,Audio Systems,25999,12,15.0,0,0
1300,DVD Player,LG,Movies,Blu-ray & DVD Players,2999,18,10.0,1,0
1301,JBL Soundbar,JBL,Movies,Audio Systems,7499,10,12.0,0,0
1302,Epson Projector EB-E01,Epson,Movies,Projectors,19999,8,20.0,0,0
1303,Samsumg 4K Blu-ray Player,Samsung,Movies,Blu-ray & DVD Players,11999,9,15.0,0,1
1304,Vizio 5.1 Channel Soundbar,Vizio,Movies,Audio Systems,15449,13,8.0,0,0
1305,BenQ 1080p Projector,BenQ,Movies,Projectors,22499,6,7.0,0,0
1306,Sony PlayStation 5 Console,Sony,Video Games,Consoles,49999,10,15.0,0,0
1307,Microsoft Zbox Wireless Co troller,Microsoft,Video Games,Accessories,4999,13,12.0,0,0
1308,Minecraft for PS4,Sony,Video Games,Games,2499,5,15.0,0,0
1309,Razer Gaming Headset,Razer,Video Games,Accessories,6499,10,25.0,0,0
1310,Logitech Gaming Mouse,Logitech,Video Games,Accessories,2499,15,10.0,0,0
1311,Samsung 4k-HD 78 inch TV,Samsung,Electronics,TV,47329,10,4.0,0,2
1312,Vessel Washing machine,LG,Electronics,nil,50000,10,5.0,0,0
